title,outlet,media_url,media_name,publish_date,url,language,date,debate_performance
2 officers who defended Capitol on Jan. 6 sue to stop Trump's Anti-Weaponization Fund,ABC News,abcnews.go.com,abcnews.go.com,2026-09-03,https://news.google.com/rss/articles/CBMijAFBVV95cUxOM3RLcHYtTzhrdng5M3dHUzhUbnRoRDlUcmN3UlVKbWdVVVEyUnF2M1VzTWlBelBocVlmTXVxdHQxU21BVlRyM0g3a01CSVhFTHY4VGY1TEFOMVkxNnJGdUQ1VmtxMXJhVkFqTGZfb2huZEFjS3k5ZU9tVFFHc25uMWE3VkhxMGgyQTFWUtIBkgFBVV95cUxQX01Vc1dVOFprRFV1TFVqQWRTVFhBMFJzOFkydzdxNW5tQVZUMVh6VmpIVHRmbl9mVk5hQ2JfbUx0Z3hWR3JNUkFZUThUY0JNY0pJczVkSGFFMUxiRHhpaUtEUzNoeVZwQmhDZVpYWGVtMGNYN0pJYllQN1k0cnNpX1N6M2QzNDlob2k1T0twN253dw?oc=5,en,2026-09-03,
Trump announces Hamas disarmament agreement as part of Gaza peace plan,ABC News,abcnews.go.com,abcnews.go.com,2026-09-03,https://news.google.com/rss/articles/CBMisgFBVV95cUxPdGpUUmFCUTRXTlBLTHFSMHgzbkpwaUphbnNWY2Y3MjYtRUpLWUY3YVhPTVIzcnJqdWRMZV8yZVptSXYtNzR6NHpsR1p3SHhvNUJDLUdITVZSUWNCN3JkMEtGdTZKQVdtOTZfWWFHZy16cjJTd2NudDFEdUp1dzRGNVZBQmFLVXdaMDlUSnVQQ1NMT1RQZDMxa2xuWnhOeldreXZmMHpBNUdBZkxkNTdBdlNR0gG3AUFVX3lxTE1FbDB2UGZSY1o3akZpVlhnUS1ROE0wS1dqUUVrQ2I5QXBYM2s0NzlrbkpLWGZCTWpaR0VlT2pjR19HM2xpVTExNGplM2V2S1g5TkkzUXhLbS1Ec3hYRl9NTUZscFJNM3E3d3RqMHlRWTFJaXRaVHRVT2NKZEFFVzdmT2NodHJmTmNJcERZallUcDZwM3J0aWtTZTdRUWNRSWZQekpXODBaYVFQYXBvRnltOFpOWGY1MA?oc=5,en,2026-09-03,
Trump’s EV assault hits a fork in the road,Politico,politico.com,politico.com,2026-09-03,https://news.google.com/rss/articles/CBMiugFBVV95cUxPa1UtaFY1SzVnY19HT2FWWXkzVkJheHJKWmw2QlNFS3FZN1gyU0RTV2J1bXF5WGs1bm1jejZaY2hjVGFpQm9QUDB1YW5hQTJDS2dmVEF3bWxSRnVzRjA0eEMyR2xGOEZWZG9VTjMweDZRNDFJLTVLM1BYUHQ5VVN4R2JQcUZWWDBPcWpXS1U0QzdSdkZhM2pvUHlRUHNEMkNBdDAwT05YWUU4UEJtSTlpUHV6X2x4NXVFY2c?oc=5,en,2026-09-03,
What Zuckerberg told Trump,Politico,politico.com,politico.com,2026-09-03,https://news.google.com/rss/articles/CBMi1AFBVV95cUxQeFFvTHp3TXItQmktbFdQWnNRSTFNekUwekxsTDlwbnpxQ3hpOTZEbThJS1J0UTIxTzk3NWtwcnI5T3M1TmJDeVExck9iZ0lBdXhPb1VOYm1QeUZ4M1d6SlFvRjlIVVdnTHR5SXlDZ0lrRm1BLW9VNm1xMEp5cThGbE52LW0wc0l5NEc2SC1PWHd5a1YzZzI4NjN3U3lfcGxRaHNjMnc2NU81dEsxaTdnZGVPOHhvazJFam9FblJUVG81VDZaajIxNVJld3Y4dnR3bE5hTA?oc=5,en,2026-09-03,
NEWSLETTER: Trump and the left: Republicans' two-pronged midterms strategy,Reuters,reuters.com,reuters.com,2026-09-03,https://news.google.com/rss/articles/CBMingFBVV95cUxNZlZ0N09FVEtvVmZMdmFZaFhkVEtfSzJlOVV1eklSc0VRVVNFZ2xOSXBtTEhsUHlMTzhIVzhyNkxWUEtLalFvd09jNG5jam5aVEtoaUhJeWtRNmh2WlhzWWh4dVZLeEFZcE1Wd3lyTWZaRWpFdm5LTUZFcEVzeHlOX0pqQndJemJnOHZyMlo0QWNsQTNFd2ZreGVtMk9xZw?oc=5,en,2026-09-03,
Trump encouraged Army secretary to stay in job,Washington Post,washingtonpost.com,washingtonpost.com,2026-09-03,https://news.google.com/rss/articles/CBMiowFBVV95cUxPRWgxRGlNVC1BQUNiS1ZjS3ZPUlV3ZWdGM2FrNUtKbGlCWExpUnhjWUFOUVJiclctU2lRaUJVSXJ5bGVRbDQwZ19LNkFBUDJtRFo5X0FoRS1ZYkZ1by1nUlNLZW9QVlRXbnlmbktqc0JGR1A3djNlSjNsMGxWSjRZc3BkVHJvWFREY2Y4Rm9DSEh3akhjeVlLVkRvN0lwcHJsbWpZ?oc=5,en,2026-09-03,
Federal judge extends block on Trump executive order seeking to limit mail voting in the midterms,ABC News,abcnews.go.com,abcnews.go.com,2026-09-04,https://news.google.com/rss/articles/CBMiqgFBVV95cUxOa0JKRDk2OHU2LWRNOUhldUVGcDRDZlhMSWF0TWdyejllVVFwaFhDNk5vTkdtYUZvN2ZWcGJDc3V6SGRfOU4wVkNvanY1Ti03OXpUdE54ak02c09FYU1GZVo5NmRXdk9KVkR3OGN2V1Fyem5nZkJ3bGtZcjZVWWlJT3FWYWNrUmZlSHRfUjFTZ1o1ZWFrTzlfUWVXTjNyQUhnd0NSR1lWbHp1d9IBrwFBVV95cUxNc1ZMN1dwemlLaU1hUkJNbEtpLXZmdkJnRnh3Y3V3UzdUYVFqRS1TZndpQWZoaHBCTjZ5eGlLQVFVdFJuY0FCYndVQ2tPNC1xV1d4N0NFQ3A1VURLS2x1dUk5WTdsY0Y1NW9KY1FQekRhOWIxQmlXaEh5bmJXM2RwbkZud3AwZ3RhdTRqVEtfWXlINFFCbU5sWnpWeU16UjZNblUzVzB5NnVhdHpTWGhj?oc=5,en,2026-09-04,
Motive probed in fatal Mar-a-Lago shooting of armed man as Trump speaks out,ABC News,abcnews.go.com,abcnews.go.com,2026-09-04,https://news.google.com/rss/articles/CBMikwFBVV95cUxOQXpLVktDZzFDa2ZRLTRPLTJuMFFpQjl4d2Y2ZDJMMTI5cGc5dXlXTF9HRHVOOE00UWZzRkFUNF9PRFUtS0FxRU9zR2I3WXhUR3pIaTdlRU5UNEFnWW1nNzVNdWdDWjZ0Z0p3LWZqbmhiVmRGQXBtT2NVdnZvZG5CVXQ5ZGhnMTE4Wm9tU1RFaG9MUVXSAZgBQVVfeXFMUDdMUmMzMWs1N3I1aVJJZkUtNGNGRVlybDRzcWRpYXVpNnZQckJLZ193c25ENThHa05mbDdEQV9KSl9oQ0pUNG02YlJWOUkxMWpqWkdrNUI2WE0zcTRnVmhqQ25RbUdqVTlNcVJ0VURRTHFGZE93ZFR2TG5HWTdMREVTWU5BM29VN0pERjZSTnBmYl91V21aYzM?oc=5,en,2026-09-04,
Trump expected to use Qatari-gifted Air Force One for overseas travel next week: Sources,ABC News,abcnews.go.com,abcnews.go.com,2026-09-04,https://news.google.com/rss/articles/CBMinAFBVV95cUxNM0hoN0ctLTN2NGU5cFAyb1V3VE5FZkREcl9EM0o4VlVMa29DcUpyeC1TcHdrY0JKbVFieTNsbWM5QTkxS0ZzY3RIYkkxcDJXWlB5MjE2aVMtV3YwZy1jcXk3Y1FMRDdvVTd3ejJ1QThWOHU0SndzRzJUU09RVVZYT3NMMy1wb3ptV1B0WG9rSGVyUkFJMVFyLUhRWm3SAaIBQVVfeXFMTWJqNEpXOWF3OU1peU84bHZvbjZqYnh0YUI5T2FfOEJVWmpyOVR3ODFpOU1DOE03QTQxeWFHWVVxMF9UckFHa19aT21kSlQybXlXME1EQ1A1OUtiR25fS29yV0dNWkg3QTBkemNBenlYMV9fMFRxZHptU2ctQlVPandDZGxpT24yN2lDbHJFdmtVWjhuaU1ONy1ZNTlvQWdLMmhB?oc=5,en,2026-09-04,
President Trump says war in Iran is 'small potatoes',ABC News,abcnews.go.com,abcnews.go.com,2026-09-04,https://news.google.com/rss/articles/CBMihAFBVV95cUxNSVBWZExGZ0ZteDJHOVlmQTVkYjRrWVo2aUZVb2o3LWx5eUdNVXhvVUVhUk1tdU9NQ0RFTEYwUEJ1TTJTNEY2V0lNYmFXTFRwczNtTWg3QVlDQjNuTUswSzdMSEw3MFZhTkJkTWVzYVF0bjQybm1vaXh6RXp0QW02LUNiTmo?oc=5,en,2026-09-04,
