"date","outlet","smooth_mean","smooth_lower","smooth_upper","smooth_neg_mean","smooth_neg_lower","smooth_neg_upper"
2025-12-01,"CBS News",-7.3589,-7.3589,-7.3589,11.9725,11.9725,11.9725
2025-12-01,"CNN",-17.4142,-17.4142,-17.4142,21.342,21.342,21.342
2025-12-01,"Fox News",-8.4817,-8.4817,-8.4817,15.9272,15.9272,15.9272
2025-12-01,"Los Angeles Times",-18.8207,-18.8207,-18.8207,24.9216,24.9216,24.9216
2025-12-01,"NBC News",-7.4373,-7.4373,-7.4373,11.7906,11.7906,11.7906
2025-12-01,"NPR",-16.5442,-16.5442,-16.5442,22.4986,22.4986,22.4986
2025-12-01,"New York Times",-12.3373,-12.3373,-12.3373,17.0213,17.0213,17.0213
2025-12-01,"Reuters",-3.6363,-3.6363,-3.6363,13.4605,13.4605,13.4605
2025-12-01,"USA Today",-15.8039,-15.8039,-15.8039,19.2165,19.2165,19.2165
2025-12-08,"ABC News",-8.5994,-8.5994,-8.5994,14.1969,14.1969,14.1969
2025-12-08,"Bloomberg",-7.992,-7.992,-7.992,17.2616,17.2616,17.2616
2025-12-08,"CBS News",-6.9911,-6.9911,-6.9911,11.7288,11.7288,11.7288
2025-12-08,"CNN",-17.2612,-17.2612,-17.2612,21.1059,21.1059,21.1059
2025-12-08,"Fox News",-8.4058,-8.4058,-8.4058,15.7665,15.7665,15.7665
2025-12-08,"Los Angeles Times",-18.4494,-18.4494,-18.4494,24.5691,24.5691,24.5691
2025-12-08,"NBC News",-7.382,-7.382,-7.382,11.7319,11.7319,11.7319
2025-12-08,"NPR",-16.6374,-16.6374,-16.6374,22.3834,22.3834,22.3834
2025-12-08,"New York Times",-12.6997,-12.6997,-12.6997,17.1694,17.1694,17.1694
2025-12-08,"Reuters",-3.7733,-3.7733,-3.7733,13.4317,13.4317,13.4317
2025-12-08,"USA Today",-15.8642,-15.8642,-15.8642,19.247,19.247,19.247
2025-12-15,"ABC News",-8.76,-8.76,-8.76,14.0406,14.0406,14.0406
2025-12-15,"Bloomberg",-7.4059,-7.4059,-7.4059,17.0711,17.0711,17.0711
2025-12-15,"CBS News",-6.8558,-6.8558,-6.8558,11.7101,11.7101,11.7101
2025-12-15,"CNN",-17.075,-17.075,-17.075,20.9164,20.9164,20.9164
2025-12-15,"Fox News",-8.3549,-8.3549,-8.3549,15.6862,15.6862,15.6862
2025-12-15,"Los Angeles Times",-18.2374,-18.2374,-18.2374,24.3749,24.3749,24.3749
2025-12-15,"NBC News",-7.4331,-7.4331,-7.4331,11.7986,11.7986,11.7986
2025-12-15,"NPR",-16.7374,-16.7374,-16.7374,22.2635,22.2635,22.2635
2025-12-15,"New York Times",-12.9787,-12.9787,-12.9787,17.3652,17.3652,17.3652
2025-12-15,"Reuters",-3.8704,-3.8704,-3.8704,13.5495,13.5495,13.5495
2025-12-15,"USA Today",-15.9678,-15.9678,-15.9678,19.3175,19.3175,19.3175
2025-12-22,"ABC News",-8.9963,-8.9963,-8.9963,13.9949,13.9949,13.9949
2025-12-22,"Bloomberg",-6.8692,-6.8692,-6.8692,17.2745,17.2745,17.2745
2025-12-22,"CBS News",-6.8102,-6.8102,-6.8102,11.6775,11.6775,11.6775
2025-12-22,"CNN",-17.0332,-17.0332,-17.0332,20.8446,20.8446,20.8446
2025-12-22,"Fox News",-8.4875,-8.4875,-8.4875,15.737,15.737,15.737
2025-12-22,"Los Angeles Times",-18.1273,-18.1273,-18.1273,24.2815,24.2815,24.2815
2025-12-22,"NBC News",-7.728,-7.728,-7.728,12.1036,12.1036,12.1036
2025-12-22,"NPR",-17.0356,-17.0356,-17.0356,22.2642,22.2642,22.2642
2025-12-22,"New York Times",-12.836,-12.836,-12.836,17.2232,17.2232,17.2232
2025-12-22,"Reuters",-4.0688,-4.0688,-4.0688,13.7997,13.7997,13.7997
2025-12-22,"USA Today",-15.8645,-15.8645,-15.8645,19.2713,19.2713,19.2713
2025-12-29,"ABC News",-9.6323,-9.6323,-9.6323,14.193,14.193,14.193
2025-12-29,"Bloomberg",-6.4955,-6.4955,-6.4955,17.7918,17.7918,17.7918
2025-12-29,"CBS News",-6.7969,-6.7969,-6.7969,11.5395,11.5395,11.5395
2025-12-29,"CNN",-17.0164,-17.0164,-17.0164,20.7445,20.7445,20.7445
2025-12-29,"Fox News",-8.7762,-8.7762,-8.7762,15.8733,15.8733,15.8733
2025-12-29,"Los Angeles Times",-18.1626,-18.1626,-18.1626,24.3715,24.3715,24.3715
2025-12-29,"NBC News",-8.0124,-8.0124,-8.0124,12.292,12.292,12.292
2025-12-29,"NPR",-17.3501,-17.3501,-17.3501,22.1538,22.1538,22.1538
2025-12-29,"New York Times",-12.5506,-12.5506,-12.5506,17.066,17.066,17.066
2025-12-29,"Reuters",-4.2292,-4.2292,-4.2292,14.0597,14.0597,14.0597
2025-12-29,"USA Today",-15.5155,-15.5155,-15.5155,19.0166,19.0166,19.0166
2026-01-05,"ABC News",-10.4638,-10.4638,-10.4638,14.485,14.485,14.485
2026-01-05,"Bloomberg",-6.3864,-6.3864,-6.3864,18.3489,18.3489,18.3489
2026-01-05,"CBS News",-7.168,-7.168,-7.168,11.6877,11.6877,11.6877
2026-01-05,"CNN",-17.2357,-17.2357,-17.2357,20.8511,20.8511,20.8511
2026-01-05,"Fox News",-9.1714,-9.1714,-9.1714,16.0972,16.0972,16.0972
2026-01-05,"Los Angeles Times",-18.3016,-18.3016,-18.3016,24.4821,24.4821,24.4821
2026-01-05,"NBC News",-8.3258,-8.3258,-8.3258,12.5017,12.5017,12.5017
2026-01-05,"NPR",-17.5945,-17.5945,-17.5945,22.018,22.018,22.018
2026-01-05,"New York Times",-12.2352,-12.2352,-12.2352,16.7933,16.7933,16.7933
2026-01-05,"Reuters",-4.3735,-4.3735,-4.3735,14.3158,14.3158,14.3158
2026-01-05,"USA Today",-15.1529,-15.1529,-15.1529,18.735,18.735,18.735
2026-01-12,"ABC News",-11.5016,-11.5016,-11.5016,14.8854,14.8854,14.8854
2026-01-12,"Bloomberg",-6.7737,-6.7737,-6.7737,19.2335,19.2335,19.2335
2026-01-12,"CBS News",-7.5857,-7.5857,-7.5857,11.8973,11.8973,11.8973
2026-01-12,"CNN",-17.3493,-17.3493,-17.3493,20.908,20.908,20.908
2026-01-12,"Fox News",-9.5302,-9.5302,-9.5302,16.2989,16.2989,16.2989
2026-01-12,"Los Angeles Times",-18.4221,-18.4221,-18.4221,24.5734,24.5734,24.5734
2026-01-12,"NBC News",-8.7089,-8.7089,-8.7089,12.9533,12.9533,12.9533
2026-01-12,"NPR",-17.831,-17.831,-17.831,21.9481,21.9481,21.9481
2026-01-12,"New York Times",-11.8421,-11.8421,-11.8421,16.393,16.393,16.393
2026-01-12,"Reuters",-4.5961,-4.5961,-4.5961,14.5838,14.5838,14.5838
2026-01-12,"USA Today",-14.7796,-14.7796,-14.7796,18.6345,18.6345,18.6345
2026-01-19,"ABC News",-12.5937,-12.5937,-12.5937,15.287,15.287,15.287
2026-01-19,"Bloomberg",-7.7007,-7.7007,-7.7007,20.1049,20.1049,20.1049
2026-01-19,"CBS News",-8.2371,-8.2371,-8.2371,12.2959,12.2959,12.2959
2026-01-19,"CNN",-17.3867,-17.3867,-17.3867,20.9232,20.9232,20.9232
2026-01-19,"Fox News",-9.8605,-9.8605,-9.8605,16.5135,16.5135,16.5135
2026-01-19,"Los Angeles Times",-18.7119,-18.7119,-18.7119,24.8029,24.8029,24.8029
2026-01-19,"NBC News",-9.0299,-9.0299,-9.0299,13.3802,13.3802,13.3802
2026-01-19,"NPR",-18.0035,-18.0035,-18.0035,21.8824,21.8824,21.8824
2026-01-19,"New York Times",-11.7019,-11.7019,-11.7019,16.2036,16.2036,16.2036
2026-01-19,"Reuters",-4.773,-4.773,-4.773,14.8083,14.8083,14.8083
2026-01-19,"USA Today",-14.5924,-14.5924,-14.5924,18.7493,18.7493,18.7493
2026-01-26,"ABC News",-13.7076,-13.7076,-13.7076,15.7264,15.7264,15.7264
2026-01-26,"Bloomberg",-8.9784,-8.9784,-8.9784,20.9464,20.9464,20.9464
2026-01-26,"CBS News",-8.8283,-8.8283,-8.8283,12.7588,12.7588,12.7588
2026-01-26,"CNN",-17.4221,-17.4221,-17.4221,21.0165,21.0165,21.0165
2026-01-26,"Fox News",-10.0814,-10.0814,-10.0814,16.7276,16.7276,16.7276
2026-01-26,"Los Angeles Times",-18.9535,-18.9535,-18.9535,25.0299,25.0299,25.0299
2026-01-26,"NBC News",-9.5627,-9.5627,-9.5627,14.0174,14.0174,14.0174
2026-01-26,"NPR",-18.148,-18.148,-18.148,21.9226,21.9226,21.9226
2026-01-26,"New York Times",-11.4797,-11.4797,-11.4797,15.8964,15.8964,15.8964
2026-01-26,"Reuters",-5.0183,-5.0183,-5.0183,15.096,15.096,15.096
2026-01-26,"USA Today",-14.7113,-14.7113,-14.7113,19.0901,19.0901,19.0901
2026-02-02,"ABC News",-14.8436,-14.8436,-14.8436,16.1684,16.1684,16.1684
2026-02-02,"Bloomberg",-10.2133,-10.2133,-10.2133,21.8291,21.8291,21.8291
2026-02-02,"CBS News",-9.3392,-9.3392,-9.3392,13.1554,13.1554,13.1554
2026-02-02,"CNN",-17.612,-17.612,-17.612,21.2481,21.2481,21.2481
2026-02-02,"Fox News",-10.1936,-10.1936,-10.1936,16.9753,16.9753,16.9753
2026-02-02,"Los Angeles Times",-19.3487,-19.3487,-19.3487,25.4083,25.4083,25.4083
2026-02-02,"NBC News",-10.074,-10.074,-10.074,14.5268,14.5268,14.5268
2026-02-02,"NPR",-18.1238,-18.1238,-18.1238,21.9471,21.9471,21.9471
2026-02-02,"New York Times",-11.4069,-11.4069,-11.4069,15.785,15.785,15.785
2026-02-02,"Reuters",-5.2706,-5.2706,-5.2706,15.3753,15.3753,15.3753
2026-02-02,"USA Today",-14.9616,-14.9616,-14.9616,19.4277,19.4277,19.4277
2026-02-09,"ABC News",-16.0061,-16.0061,-16.0061,16.5973,16.5973,16.5973
2026-02-09,"Bloomberg",-11.4639,-11.4639,-11.4639,22.6353,22.6353,22.6353
2026-02-09,"CBS News",-9.4439,-9.4439,-9.4439,13.3289,13.3289,13.3289
2026-02-09,"CNN",-17.7603,-17.7603,-17.7603,21.5103,21.5103,21.5103
2026-02-09,"Fox News",-10.1252,-10.1252,-10.1252,17.1731,17.1731,17.1731
2026-02-09,"Los Angeles Times",-19.6632,-19.6632,-19.6632,25.8275,25.8275,25.8275
2026-02-09,"NBC News",-10.6505,-10.6505,-10.6505,15.1391,15.1391,15.1391
2026-02-09,"NPR",-18.0423,-18.0423,-18.0423,22.0531,22.0531,22.0531
2026-02-09,"New York Times",-11.3597,-11.3597,-11.3597,15.7315,15.7315,15.7315
2026-02-09,"Reuters",-5.6035,-5.6035,-5.6035,15.665,15.665,15.665
2026-02-09,"USA Today",-15.3223,-15.3223,-15.3223,19.8616,19.8616,19.8616
2026-02-16,"Bloomberg",-12.7964,-12.7964,-12.7964,23.4559,23.4559,23.4559
2026-02-16,"CBS News",-9.5599,-9.5599,-9.5599,13.535,13.535,13.535
2026-02-16,"CNN",-17.8868,-17.8868,-17.8868,21.7847,21.7847,21.7847
2026-02-16,"Fox News",-10.1243,-10.1243,-10.1243,17.3419,17.3419,17.3419
2026-02-16,"Los Angeles Times",-19.9788,-19.9788,-19.9788,26.2444,26.2444,26.2444
2026-02-16,"NBC News",-11.063,-11.063,-11.063,15.5749,15.5749,15.5749
2026-02-16,"NPR",-18.1848,-18.1848,-18.1848,22.2761,22.2761,22.2761
2026-02-16,"New York Times",-11.757,-11.757,-11.757,16.0809,16.0809,16.0809
2026-02-16,"Reuters",-5.8286,-5.8286,-5.8286,15.8813,15.8813,15.8813
2026-02-16,"USA Today",-15.5826,-15.5826,-15.5826,20.2316,20.2316,20.2316
2026-02-23,"Bloomberg",-14.146,-14.146,-14.146,24.2426,24.2426,24.2426
2026-02-23,"CBS News",-9.454,-9.454,-9.454,13.6326,13.6326,13.6326
2026-02-23,"CNN",-18.1688,-18.1688,-18.1688,22.2697,22.2697,22.2697
2026-02-23,"Fox News",-10.1286,-10.1286,-10.1286,17.5099,17.5099,17.5099
2026-02-23,"Los Angeles Times",-20.2536,-20.2536,-20.2536,26.6398,26.6398,26.6398
2026-02-23,"NBC News",-11.5782,-11.5782,-11.5782,16.0653,16.0653,16.0653
2026-02-23,"NPR",-18.6761,-18.6761,-18.6761,22.8022,22.8022,22.8022
2026-02-23,"New York Times",-12.3249,-12.3249,-12.3249,16.5677,16.5677,16.5677
2026-02-23,"Reuters",-6.104,-6.104,-6.104,16.161,16.161,16.161
2026-02-23,"USA Today",-15.8531,-15.8531,-15.8531,20.5965,20.5965,20.5965
2026-03-02,"Bloomberg",-15.5633,-15.5633,-15.5633,24.9669,24.9669,24.9669
2026-03-02,"CBS News",-9.1196,-9.1196,-9.1196,13.5666,13.5666,13.5666
2026-03-02,"CNN",-18.2315,-18.2315,-18.2315,22.6487,22.6487,22.6487
2026-03-02,"Fox News",-10.1307,-10.1307,-10.1307,17.6294,17.6294,17.6294
2026-03-02,"Los Angeles Times",-20.3389,-20.3389,-20.3389,26.8718,26.8718,26.8718
2026-03-02,"NBC News",-12.0479,-12.0479,-12.0479,16.5866,16.5866,16.5866
2026-03-02,"NPR",-19.26,-19.26,-19.26,23.4227,23.4227,23.4227
2026-03-02,"New York Times",-13.0371,-13.0371,-13.0371,17.0658,17.0658,17.0658
2026-03-02,"Reuters",-6.3781,-6.3781,-6.3781,16.443,16.443,16.443
2026-03-02,"USA Today",-16.0383,-16.0383,-16.0383,20.9217,20.9217,20.9217
2026-03-09,"CBS News",-8.8228,-8.8228,-8.8228,13.5181,13.5181,13.5181
2026-03-09,"CNN",-18.444,-18.444,-18.444,23.2099,23.2099,23.2099
2026-03-09,"Fox News",-10.3459,-10.3459,-10.3459,17.8049,17.8049,17.8049
2026-03-09,"Los Angeles Times",-20.3063,-20.3063,-20.3063,26.9366,26.9366,26.9366
2026-03-09,"NBC News",-12.3308,-12.3308,-12.3308,16.8403,16.8403,16.8403
2026-03-09,"NPR",-20.0579,-20.0579,-20.0579,24.132,24.132,24.132
2026-03-09,"New York Times",-13.9836,-13.9836,-13.9836,17.6792,17.6792,17.6792
2026-03-09,"Reuters",-6.5273,-6.5273,-6.5273,16.6738,16.6738,16.6738
2026-03-09,"USA Today",-15.9958,-15.9958,-15.9958,20.958,20.958,20.958
2026-03-16,"CBS News",-8.3637,-8.3637,-8.3637,13.3021,13.3021,13.3021
2026-03-16,"CNN",-18.8202,-18.8202,-18.8202,23.8516,23.8516,23.8516
2026-03-16,"Fox News",-10.6433,-10.6433,-10.6433,18.1251,18.1251,18.1251
2026-03-16,"Los Angeles Times",-20.1053,-20.1053,-20.1053,26.8912,26.8912,26.8912
2026-03-16,"NBC News",-12.4169,-12.4169,-12.4169,16.8459,16.8459,16.8459
2026-03-16,"NPR",-20.7402,-20.7402,-20.7402,24.7616,24.7616,24.7616
2026-03-16,"New York Times",-14.3389,-14.3389,-14.3389,17.8087,17.8087,17.8087
2026-03-16,"Reuters",-6.6552,-6.6552,-6.6552,16.8377,16.8377,16.8377
2026-03-16,"USA Today",-15.761,-15.761,-15.761,20.781,20.781,20.781
2026-03-23,"CBS News",-8.0066,-8.0066,-8.0066,13.0628,13.0628,13.0628
2026-03-23,"CNN",-19.0539,-19.0539,-19.0539,24.2655,24.2655,24.2655
2026-03-23,"Fox News",-11.1758,-11.1758,-11.1758,18.5266,18.5266,18.5266
2026-03-23,"Los Angeles Times",-19.8027,-19.8027,-19.8027,26.7029,26.7029,26.7029
2026-03-23,"NBC News",-12.0677,-12.0677,-12.0677,16.4356,16.4356,16.4356
2026-03-23,"NPR",-21.4464,-21.4464,-21.4464,25.2873,25.2873,25.2873
2026-03-23,"New York Times",-14.5901,-14.5901,-14.5901,17.808,17.808,17.808
2026-03-23,"Reuters",-6.6249,-6.6249,-6.6249,16.8487,16.8487,16.8487
2026-03-23,"USA Today",-15.258,-15.258,-15.258,20.4193,20.4193,20.4193
2026-03-30,"CBS News",-7.705,-7.705,-7.705,12.7096,12.7096,12.7096
2026-03-30,"CNN",-19.2396,-19.2396,-19.2396,24.3817,24.3817,24.3817
2026-03-30,"Fox News",-11.6807,-11.6807,-11.6807,18.843,18.843,18.843
2026-03-30,"Los Angeles Times",-19.4917,-19.4917,-19.4917,26.3308,26.3308,26.3308
2026-03-30,"NBC News",-11.1655,-11.1655,-11.1655,15.4178,15.4178,15.4178
2026-03-30,"NPR",-22.0685,-22.0685,-22.0685,25.8201,25.8201,25.8201
2026-03-30,"New York Times",-14.667,-14.667,-14.667,17.6257,17.6257,17.6257
2026-03-30,"Reuters",-6.3371,-6.3371,-6.3371,16.6644,16.6644,16.6644
2026-03-30,"USA Today",-14.6279,-14.6279,-14.6279,19.8071,19.8071,19.8071
2026-04-06,"CBS News",-7.3328,-7.3328,-7.3328,12.234,12.234,12.234
2026-04-06,"CNN",-19.3754,-19.3754,-19.3754,24.3288,24.3288,24.3288
2026-04-06,"Fox News",-12.0808,-12.0808,-12.0808,19.125,19.125,19.125
2026-04-06,"Los Angeles Times",-19.1364,-19.1364,-19.1364,25.8694,25.8694,25.8694
2026-04-06,"NBC News",-10.0683,-10.0683,-10.0683,14.1982,14.1982,14.1982
2026-04-06,"NPR",-22.4917,-22.4917,-22.4917,26.2939,26.2939,26.2939
2026-04-06,"New York Times",-14.4487,-14.4487,-14.4487,17.1741,17.1741,17.1741
2026-04-06,"Reuters",-5.9739,-5.9739,-5.9739,16.4044,16.4044,16.4044
2026-04-06,"USA Today",-13.9634,-13.9634,-13.9634,19.1146,19.1146,19.1146
2026-04-13,"CBS News",-6.9806,-6.9806,-6.9806,11.8012,11.8012,11.8012
2026-04-13,"CNN",-19.516,-19.516,-19.516,24.3397,24.3397,24.3397
2026-04-13,"Fox News",-12.5512,-12.5512,-12.5512,19.4137,19.4137,19.4137
2026-04-13,"Los Angeles Times",-18.7833,-18.7833,-18.7833,25.4053,25.4053,25.4053
2026-04-13,"NBC News",-8.9895,-8.9895,-8.9895,13.0325,13.0325,13.0325
2026-04-13,"NPR",-22.9247,-22.9247,-22.9247,26.7716,26.7716,26.7716
2026-04-13,"New York Times",-14.4381,-14.4381,-14.4381,16.8583,16.8583,16.8583
2026-04-13,"Reuters",-5.5897,-5.5897,-5.5897,16.1491,16.1491,16.1491
2026-04-13,"USA Today",-13.2882,-13.2882,-13.2882,18.4775,18.4775,18.4775
2026-04-20,"CBS News",-6.6036,-6.6036,-6.6036,11.3313,11.3313,11.3313
2026-04-20,"CNN",-19.6456,-19.6456,-19.6456,24.3074,24.3074,24.3074
2026-04-20,"Fox News",-12.9949,-12.9949,-12.9949,19.6915,19.6915,19.6915
2026-04-20,"Los Angeles Times",-18.4181,-18.4181,-18.4181,24.9154,24.9154,24.9154
2026-04-20,"NBC News",-7.8435,-7.8435,-7.8435,11.8091,11.8091,11.8091
2026-04-20,"NPR",-23.285,-23.285,-23.285,27.2289,27.2289,27.2289
2026-04-20,"New York Times",-14.3447,-14.3447,-14.3447,16.4632,16.4632,16.4632
2026-04-20,"Reuters",-5.1766,-5.1766,-5.1766,15.8675,15.8675,15.8675
2026-04-20,"USA Today",-12.601,-12.601,-12.601,17.8191,17.8191,17.8191
2026-04-27,"CBS News",-6.2117,-6.2117,-6.2117,10.8298,10.8298,10.8298
2026-04-27,"CNN",-19.727,-19.727,-19.727,24.2017,24.2017,24.2017
2026-04-27,"Fox News",-13.4406,-13.4406,-13.4406,19.9888,19.9888,19.9888
2026-04-27,"Los Angeles Times",-18.0144,-18.0144,-18.0144,24.3983,24.3983,24.3983
2026-04-27,"NBC News",-6.6307,-6.6307,-6.6307,10.5405,10.5405,10.5405
2026-04-27,"NPR",-23.5891,-23.5891,-23.5891,27.6472,27.6472,27.6472
2026-04-27,"New York Times",-14.1316,-14.1316,-14.1316,15.9607,15.9607,15.9607
2026-04-27,"Reuters",-4.7651,-4.7651,-4.7651,15.5657,15.5657,15.5657
2026-04-27,"USA Today",-11.9185,-11.9185,-11.9185,17.1714,17.1714,17.1714
2026-05-04,"CBS News",-5.7922,-5.7922,-5.7922,10.2848,10.2848,10.2848
2026-05-04,"CNN",-19.7869,-19.7869,-19.7869,24.0355,24.0355,24.0355
2026-05-04,"Fox News",-13.8577,-13.8577,-13.8577,20.2802,20.2802,20.2802
2026-05-04,"Los Angeles Times",-17.5894,-17.5894,-17.5894,23.8501,23.8501,23.8501
2026-05-04,"NBC News",-5.3262,-5.3262,-5.3262,9.205,9.205,9.205
2026-05-04,"NPR",-23.8044,-23.8044,-23.8044,28.0375,28.0375,28.0375
2026-05-04,"New York Times",-13.8105,-13.8105,-13.8105,15.3596,15.3596,15.3596
2026-05-04,"Reuters",-4.3258,-4.3258,-4.3258,15.232,15.232,15.232
2026-05-04,"USA Today",-11.2257,-11.2257,-11.2257,16.5065,16.5065,16.5065
