"basket","pres","term_start","month","months_in","pci","pci_se","pci_lo","pci_hi","pci_raw","pci_smooth","pci_smooth_lo","pci_smooth_hi","n_outlets","n_headlines"
"full","Carter",1977-01-20,1977-12-01,11,-12.03,5.51,-22.83,-1.24,-9.43,-12.83,-16.91,-8.76,8,622
"full","Carter",1977-01-20,1978-01-01,12,-10.06,5.51,-20.86,0.74,-7.46,-10.46,-14.53,-6.38,8,754
"full","Carter",1977-01-20,1978-02-01,13,-6.86,5.51,-17.66,3.94,-4.26,-9.53,-13.6,-5.45,8,495
"full","Carter",1977-01-20,1978-03-01,14,-9.01,5.51,-19.81,1.78,-6.41,-10.29,-14.36,-6.21,8,616
"full","Carter",1977-01-20,1978-04-01,15,-14.65,5.51,-25.45,-3.85,-12.04,-11.59,-15.67,-7.52,8,705
"full","Carter",1977-01-20,1978-05-01,16,-11.8,5.51,-22.6,-1,-9.2,-13.69,-17.77,-9.62,8,622
"full","Carter",1977-01-20,1978-06-01,17,-13.66,5.51,-24.46,-2.86,-11.06,-15.36,-19.44,-11.29,8,592
"full","Carter",1977-01-20,1978-07-01,18,-21.45,5.51,-32.25,-10.65,-18.85,-14.54,-18.61,-10.46,8,503
"full","Carter",1977-01-20,1978-08-01,19,-14.5,5.51,-25.29,-3.7,-11.89,-10.98,-15.05,-6.9,8,468
"full","Carter",1977-01-20,1978-09-01,20,0.2,5.88,-11.32,11.72,2.41,-6.65,-10.72,-2.57,7,423
"full","Carter",1977-01-20,1978-10-01,21,0,5.88,-11.52,11.52,2.2,-4.34,-8.41,-0.26,7,506
"full","Carter",1977-01-20,1978-11-01,22,-8.41,5.51,-19.21,2.39,-5.81,-5.84,-9.91,-1.76,8,457
"full","Carter",1977-01-20,1978-12-01,23,-7.83,5.51,-18.63,2.97,-5.23,-9.36,-13.43,-5.28,8,485
"full","Carter",1977-01-20,1979-01-01,24,-14.33,5.51,-25.13,-3.54,-11.73,-10.94,-15.02,-6.87,8,574
"full","Carter",1977-01-20,1979-02-01,25,-12.78,5.51,-23.58,-1.98,-10.18,-11.29,-15.37,-7.22,8,480
"full","Carter",1977-01-20,1979-03-01,26,-7.01,5.51,-17.81,3.79,-4.41,-11.81,-15.88,-7.73,8,626
"full","Carter",1977-01-20,1979-04-01,27,-13.66,5.51,-24.46,-2.86,-11.06,-11.5,-15.57,-7.42,8,485
"full","Carter",1977-01-20,1979-05-01,28,-15.83,5.51,-26.62,-5.03,-13.22,-11.02,-15.1,-6.95,8,554
"full","Carter",1977-01-20,1979-06-01,29,-4.39,5.51,-15.19,6.41,-1.79,-10.92,-15,-6.85,8,623
"full","Carter",1977-01-20,1979-07-01,30,-11.48,5.51,-22.28,-0.68,-8.88,-9.97,-14.05,-5.9,8,779
"full","Carter",1977-01-20,1979-08-01,31,-12.95,5.51,-23.75,-2.16,-10.35,-8.88,-12.95,-4.81,8,524
"full","Carter",1977-01-20,1979-09-01,32,-6.46,5.51,-17.26,4.34,-3.86,-7.26,-11.34,-3.19,8,612
"full","Carter",1977-01-20,1979-10-01,33,-1.23,5.51,-12.03,9.57,1.37,-4.55,-8.62,-0.47,8,571
"full","Carter",1977-01-20,1979-11-01,34,-6.24,5.51,-17.04,4.56,-3.64,-1.99,-6.06,2.09,8,529
"full","Carter",1977-01-20,1979-12-01,35,3.58,5.51,-7.22,14.38,6.18,-1.32,-5.39,2.76,8,511
"full","Carter",1977-01-20,1980-01-01,36,-1.54,5.51,-12.34,9.26,1.06,-1.79,-5.87,2.28,8,644
"full","Carter",1977-01-20,1980-02-01,37,-2.28,5.51,-13.08,8.51,0.32,-4.56,-8.63,-0.48,8,537
"full","Carter",1977-01-20,1980-03-01,38,-10.58,5.51,-21.38,0.22,-7.98,-7.29,-11.36,-3.21,8,719
"full","Carter",1977-01-20,1980-04-01,39,-11.52,5.51,-22.32,-0.72,-8.92,-9.22,-13.29,-5.14,8,635
"full","Carter",1977-01-20,1980-05-01,40,-5.57,5.51,-16.36,5.23,-2.96,-10.61,-14.68,-6.53,8,580
"full","Carter",1977-01-20,1980-06-01,41,-15.38,5.51,-26.18,-4.58,-12.78,-10,-14.07,-5.92,8,663
"full","Carter",1977-01-20,1980-07-01,42,-10.52,5.51,-21.32,0.28,-7.92,-9.29,-13.37,-5.22,8,642
"full","Carter",1977-01-20,1980-08-01,43,-3.05,5.51,-13.85,7.75,-0.45,-8.57,-12.65,-4.5,8,890
"full","Carter",1977-01-20,1980-09-01,44,-9.87,5.51,-20.67,0.93,-7.27,-8.52,-12.59,-4.44,8,739
"full","Carter",1977-01-20,1980-10-01,45,-9.29,5.51,-20.09,1.51,-6.69,-10.91,-14.98,-6.83,8,952
"full","Carter",1977-01-20,1980-11-01,46,-14.66,5.51,-25.46,-3.86,-12.06,-11.86,-15.58,-8.15,8,350
"full","Carter",1977-01-20,1980-12-01,47,-16.45,5.51,-27.25,-5.66,-13.85,-12.3,-16.9,-7.69,8,196
"full","Carter",1977-01-20,1981-01-01,48,-8.4,3.96,-16.16,-0.65,-9.25,-12.51,-18.97,-6.05,8,203
"full","Clinton",1993-01-20,1993-01-01,0,-9.54,2.42,-14.27,-4.8,-7.1,-7.95,-15.64,-0.27,25,1640
"full","Clinton",1993-01-20,1993-02-01,1,-11.39,3.22,-17.7,-5.09,-9.13,-9.3,-14.79,-3.81,25,3310
"full","Clinton",1993-01-20,1993-03-01,2,-3.64,3.22,-9.94,2.67,-1.37,-11,-15.43,-6.57,25,2307
"full","Clinton",1993-01-20,1993-04-01,3,-13.57,3.22,-19.88,-7.27,-11.31,-12.63,-17.49,-7.77,25,2344
"full","Clinton",1993-01-20,1993-05-01,4,-19.09,3.22,-25.4,-12.79,-16.83,-14.48,-19.34,-9.62,25,2513
"full","Clinton",1993-01-20,1993-06-01,5,-17.69,3.22,-23.99,-11.38,-15.42,-14.02,-18.88,-9.16,25,2130
"full","Clinton",1993-01-20,1993-07-01,6,-6.22,3.22,-12.52,0.09,-3.95,-11.41,-16.28,-6.55,25,1950
"full","Clinton",1993-01-20,1993-08-01,7,-10.96,3.28,-17.38,-4.54,-8.63,-8.39,-13.25,-3.53,24,1490
"full","Clinton",1993-01-20,1993-09-01,8,-3.73,3.28,-10.16,2.69,-1.36,-7.13,-11.99,-2.27,24,1994
"full","Clinton",1993-01-20,1993-10-01,9,-9.25,3.34,-15.8,-2.7,-7.04,-6.31,-11.17,-1.45,23,1802
"full","Clinton",1993-01-20,1993-11-01,10,-2.58,3.22,-8.88,3.73,-0.31,-6.43,-11.29,-1.57,25,1604
"full","Clinton",1993-01-20,1993-12-01,11,-9.43,3.22,-15.73,-3.12,-7.16,-6.89,-11.75,-2.03,25,1613
"full","Clinton",1993-01-20,1994-01-01,12,-5.23,3.16,-11.42,0.96,-3.01,-8.41,-13.28,-3.55,26,1986
"full","Clinton",1993-01-20,1994-02-01,13,-12.5,3.16,-18.69,-6.31,-10.28,-9.85,-14.71,-4.99,26,1706
"full","Clinton",1993-01-20,1994-03-01,14,-10.32,3.22,-16.62,-4.01,-8.04,-11.63,-16.49,-6.77,25,1711
"full","Clinton",1993-01-20,1994-04-01,15,-13.27,3.16,-19.46,-7.07,-11.05,-13.15,-18.02,-8.29,26,1364
"full","Clinton",1993-01-20,1994-05-01,16,-15.36,3.22,-21.67,-9.06,-13.04,-14.4,-19.27,-9.54,25,1786
"full","Clinton",1993-01-20,1994-06-01,17,-15.09,3.22,-21.39,-8.78,-12.81,-15.42,-20.28,-10.56,25,1489
"full","Clinton",1993-01-20,1994-07-01,18,-16.9,3.22,-23.21,-10.6,-14.58,-15.31,-20.18,-10.45,25,1351
"full","Clinton",1993-01-20,1994-08-01,19,-14.86,3.28,-21.28,-8.44,-12.47,-13.63,-18.49,-8.77,24,1232
"full","Clinton",1993-01-20,1994-09-01,20,-12.46,3.22,-18.76,-6.16,-10.14,-11.5,-16.36,-6.64,25,1245
"full","Clinton",1993-01-20,1994-10-01,21,-3.23,3.28,-9.65,3.2,-0.84,-11.05,-15.92,-6.19,24,1273
"full","Clinton",1993-01-20,1994-11-01,22,-15.95,3.28,-22.38,-9.53,-13.57,-10.08,-14.94,-5.22,24,1081
"full","Clinton",1993-01-20,1994-12-01,23,-13.56,3.28,-19.99,-7.14,-11.18,-8.87,-13.73,-4.01,24,1162
"full","Clinton",1993-01-20,1995-01-01,24,0.51,3.11,-5.57,6.6,2.73,-7.6,-12.46,-2.74,27,1231
"full","Clinton",1993-01-20,1995-02-01,25,-6.92,3.11,-13,-0.83,-4.7,-5.31,-10.18,-0.45,27,1362
"full","Clinton",1993-01-20,1995-03-01,26,-9.02,3.22,-15.33,-2.72,-6.51,-4.71,-9.57,0.15,25,1091
"full","Clinton",1993-01-20,1995-04-01,27,2.11,3.11,-3.98,8.2,4.33,-6.01,-10.87,-1.14,27,1081
"full","Clinton",1993-01-20,1995-05-01,28,-9.36,3.11,-15.45,-3.27,-7.14,-7.1,-11.96,-2.24,27,1194
"full","Clinton",1993-01-20,1995-06-01,29,-12.06,3.11,-18.15,-5.97,-9.84,-8.92,-13.78,-4.06,27,1293
"full","Clinton",1993-01-20,1995-07-01,30,-9.59,3.16,-15.78,-3.4,-7.31,-9.1,-13.96,-4.24,26,1110
"full","Clinton",1993-01-20,1995-08-01,31,-8.06,3.22,-14.36,-1.75,-5.67,-7.47,-12.33,-2.61,25,900
"full","Clinton",1993-01-20,1995-09-01,32,-2.5,3.22,-8.8,3.81,0.02,-6.57,-11.43,-1.71,25,827
"full","Clinton",1993-01-20,1995-10-01,33,-8.45,3.22,-14.75,-2.14,-5.89,-5.68,-10.54,-0.82,25,1046
"full","Clinton",1993-01-20,1995-11-01,34,-6.59,3.16,-12.78,-0.39,-4.31,-5.49,-10.35,-0.63,26,1059
"full","Clinton",1993-01-20,1995-12-01,35,-1.2,3.22,-7.51,5.1,1.18,-5.19,-10.05,-0.33,25,1118
"full","Clinton",1993-01-20,1996-01-01,36,-8.75,3.11,-14.84,-2.66,-6.28,-4.11,-8.97,0.75,27,1207
"full","Clinton",1993-01-20,1996-02-01,37,-0.7,3.11,-6.79,5.39,1.78,-4.18,-9.04,0.68,27,1013
"full","Clinton",1993-01-20,1996-03-01,38,-4.54,3.16,-10.73,1.66,-1.95,-4.15,-9.01,0.71,26,1210
"full","Clinton",1993-01-20,1996-04-01,39,-4.5,3.16,-10.69,1.7,-1.92,-5.9,-10.76,-1.04,26,1164
"full","Clinton",1993-01-20,1996-05-01,40,-6.38,3.11,-12.46,-0.29,-3.86,-8.36,-13.22,-3.5,27,1386
"full","Clinton",1993-01-20,1996-06-01,41,-17.36,3.11,-23.45,-11.27,-14.85,-8.39,-13.25,-3.53,27,1287
"full","Clinton",1993-01-20,1996-07-01,42,-4.7,3.11,-10.79,1.39,-2.23,-6.56,-11.42,-1.7,27,1236
"full","Clinton",1993-01-20,1996-08-01,43,-1.13,3.06,-7.12,4.86,1.28,-2.57,-7.43,2.29,28,1711
"full","Clinton",1993-01-20,1996-09-01,44,1.72,3.11,-4.37,7.81,4.2,0.49,-4.37,5.35,27,1793
"full","Clinton",1993-01-20,1996-10-01,45,2.59,3.01,-3.31,8.49,4.54,0.63,-4.23,5.49,29,1718
"full","Clinton",1993-01-20,1996-11-01,46,0.92,3.11,-5.17,7.01,3.39,-1.05,-5.91,3.81,27,1475
"full","Clinton",1993-01-20,1996-12-01,47,-6.8,3.11,-12.89,-0.71,-4.51,-3.26,-8.12,1.61,27,1089
"full","Clinton",1993-01-20,1997-01-01,48,-4.07,2.96,-9.87,1.74,-1.74,-6.26,-11.12,-1.4,30,1277
"full","Clinton",1993-01-20,1997-02-01,49,-7.54,2.96,-13.35,-1.74,-5.21,-7.71,-12.57,-2.85,30,1457
"full","Clinton",1993-01-20,1997-03-01,50,-15.02,3.01,-20.91,-9.12,-12.64,-7.25,-12.11,-2.39,29,1364
"full","Clinton",1993-01-20,1997-04-01,51,0.29,3.01,-5.61,6.18,2.83,-7.11,-11.98,-2.25,29,1008
"full","Clinton",1993-01-20,1997-05-01,52,-6.7,3.01,-12.59,-0.8,-4.48,-5.45,-10.31,-0.59,29,1204
"full","Clinton",1993-01-20,1997-06-01,53,-8.74,3.01,-14.63,-2.84,-6.52,-3.99,-8.86,0.87,29,1311
"full","Clinton",1993-01-20,1997-07-01,54,1.39,2.96,-4.41,7.2,3.73,-3.86,-8.73,1,30,1061
"full","Clinton",1993-01-20,1997-08-01,55,-1.53,3.06,-7.52,4.46,0.74,-4.03,-8.89,0.83,28,889
"full","Clinton",1993-01-20,1997-09-01,56,-9.6,3.01,-15.49,-3.7,-7.06,-5.88,-10.74,-1.02,29,1075
"full","Clinton",1993-01-20,1997-10-01,57,-6.08,3.01,-11.97,-0.18,-3.54,-8.46,-13.32,-3.6,29,1507
"full","Clinton",1993-01-20,1997-11-01,58,-13.11,2.92,-18.83,-7.38,-10.76,-10.33,-15.19,-5.47,31,1327
"full","Clinton",1993-01-20,1997-12-01,59,-7.41,2.96,-13.22,-1.6,-5.08,-12.51,-17.37,-7.65,30,1223
"full","Clinton",1993-01-20,1998-01-01,60,-21.44,2.88,-27.08,-15.8,-19.18,-13.53,-18.39,-8.66,32,2127
"full","Clinton",1993-01-20,1998-02-01,61,-9.19,2.88,-14.83,-3.55,-6.93,-14.64,-19.5,-9.77,32,1871
"full","Clinton",1993-01-20,1998-03-01,62,-18.01,2.88,-23.65,-12.37,-15.75,-14.09,-18.95,-9.23,32,1867
"full","Clinton",1993-01-20,1998-04-01,63,-11.4,2.92,-17.12,-5.68,-8.94,-13.32,-18.18,-8.46,31,1338
"full","Clinton",1993-01-20,1998-05-01,64,-14.98,2.88,-20.62,-9.34,-12.72,-11.58,-16.44,-6.72,32,1144
"full","Clinton",1993-01-20,1998-06-01,65,-6.73,2.92,-12.46,-1.01,-4.49,-11.56,-16.42,-6.7,31,1300
"full","Clinton",1993-01-20,1998-07-01,66,-8.24,2.88,-13.88,-2.6,-5.98,-14.87,-19.73,-10.01,32,1242
"full","Clinton",1993-01-20,1998-08-01,67,-25.35,2.84,-30.91,-19.78,-23.15,-18.79,-23.65,-13.93,33,2203
"full","Clinton",1993-01-20,1998-09-01,68,-27.82,2.84,-33.39,-22.26,-25.63,-20.68,-25.54,-15.82,33,3444
"full","Clinton",1993-01-20,1998-10-01,69,-15.89,2.8,-21.38,-10.39,-13.87,-20.39,-25.25,-15.53,34,1617
"full","Clinton",1993-01-20,1998-11-01,70,-12.95,2.84,-18.52,-7.38,-10.83,-20.05,-24.91,-15.19,33,1197
"full","Clinton",1993-01-20,1998-12-01,71,-28.35,2.84,-33.92,-22.78,-26.23,-20.85,-25.71,-15.99,33,2227
"full","Clinton",1993-01-20,1999-01-01,72,-22.04,2.69,-27.31,-16.77,-19.88,-22.21,-27.07,-17.35,37,2261
"full","Clinton",1993-01-20,1999-02-01,73,-21.47,2.72,-26.81,-16.14,-19.41,-21.1,-25.96,-16.24,36,1712
"full","Clinton",1993-01-20,1999-03-01,74,-18.11,2.77,-23.53,-12.69,-15.91,-18.92,-23.78,-14.06,35,1128
"full","Clinton",1993-01-20,1999-04-01,75,-18.08,2.77,-23.51,-12.66,-15.78,-15.72,-20.58,-10.86,35,1053
"full","Clinton",1993-01-20,1999-05-01,76,-13.72,2.8,-19.22,-8.23,-11.52,-11.73,-16.59,-6.87,34,1006
"full","Clinton",1993-01-20,1999-06-01,77,-2.24,2.72,-7.58,3.1,-0.18,-9.25,-14.11,-4.39,36,1049
"full","Clinton",1993-01-20,1999-07-01,78,-7.7,2.76,-13.1,-2.29,-5.56,-8.7,-13.56,-3.84,35,960
"full","Clinton",1993-01-20,1999-08-01,79,-13.03,3.1,-19.12,-6.95,-10.68,-10.33,-15.19,-5.47,27,658
"full","Clinton",1993-01-20,1999-09-01,80,-12.05,2.96,-17.85,-6.24,-9.89,-11.46,-16.33,-6.6,30,693
"full","Clinton",1993-01-20,1999-10-01,81,-12.99,2.92,-18.71,-7.27,-10.99,-10.73,-15.6,-5.87,31,818
"full","Clinton",1993-01-20,1999-11-01,82,-5.63,3.01,-11.52,0.27,-3.17,-8.59,-13.45,-3.73,29,875
"full","Clinton",1993-01-20,1999-12-01,83,-11.68,3.06,-17.67,-5.69,-9.33,-4.51,-9.37,0.35,28,652
"full","Clinton",1993-01-20,2000-01-01,84,5.58,2.83,0.03,11.12,7.69,-2.74,-7.6,2.12,33,908
"full","Clinton",1993-01-20,2000-02-01,85,1.59,2.84,-3.98,7.15,3.68,-2.55,-7.42,2.31,33,778
"full","Clinton",1993-01-20,2000-03-01,86,-11.94,3.01,-17.84,-6.05,-9.94,-3.98,-8.84,0.88,29,1040
"full","Clinton",1993-01-20,2000-04-01,87,-2.12,2.96,-7.92,3.69,0.01,-6.9,-11.76,-2.04,30,744
"full","Clinton",1993-01-20,2000-05-01,88,-9.7,3.21,-16,-3.4,-7.02,-7.7,-12.56,-2.84,25,816
"full","Clinton",1993-01-20,2000-06-01,89,-8.98,3.16,-15.17,-2.79,-6.25,-8.6,-13.46,-3.74,26,669
"full","Clinton",1993-01-20,2000-07-01,90,-8.7,3.01,-14.6,-2.81,-6.55,-9.26,-14.12,-4.4,29,982
"full","Clinton",1993-01-20,2000-08-01,91,-10.91,2.95,-16.7,-5.12,-8.91,-8.34,-13.2,-3.47,30,1169
"full","Clinton",1993-01-20,2000-09-01,92,-6.94,3.01,-12.84,-1.05,-4.4,-6.16,-11.02,-1.3,29,880
"full","Clinton",1993-01-20,2000-10-01,93,-2.94,2.96,-8.75,2.87,-0.61,-2.98,-7.84,1.88,30,860
"full","Clinton",1993-01-20,2000-11-01,94,2.51,2.96,-3.29,8.32,4.67,-2.45,-6.88,1.97,30,969
"full","Clinton",1993-01-20,2000-12-01,95,0.89,3,-4.99,6.76,2.92,-2.49,-7.98,3,29,977
"full","Clinton",1993-01-20,2001-01-01,96,-7.73,2.14,-11.93,-3.54,-10.72,-3.01,-10.72,4.7,30,800
"full","Eisenhower",1953-01-20,1953-01-01,0,-5.13,4.36,-13.69,3.42,-3.8,2.83,-7.48,13.13,6,114
"full","Eisenhower",1953-01-20,1953-02-01,1,16.62,5.88,5.09,28.14,18.82,3.51,-3.85,10.87,7,194
"full","Eisenhower",1953-01-20,1953-03-01,2,1.11,6.93,-12.47,14.69,3.9,4.37,-1.57,10.3,5,145
"full","Eisenhower",1953-01-20,1953-04-01,3,2.47,6.34,-9.95,14.89,4.91,4.16,-2.35,10.68,6,189
"full","Eisenhower",1953-01-20,1953-05-01,4,3.06,6.93,-10.53,16.64,5.85,4.37,-2.14,10.89,5,179
"full","Eisenhower",1953-01-20,1953-06-01,5,7.23,6.34,-5.19,19.65,9.68,6.19,-0.32,12.71,6,206
"full","Eisenhower",1953-01-20,1953-07-01,6,8.95,6.34,-3.47,21.37,11.4,7.39,0.88,13.9,6,211
"full","Eisenhower",1953-01-20,1953-08-01,7,7.91,6.34,-4.51,20.33,10.37,6.31,-0.2,12.82,6,155
"full","Eisenhower",1953-01-20,1953-09-01,8,6.34,6.93,-7.25,19.92,9.13,3.67,-2.84,10.19,5,157
"full","Eisenhower",1953-01-20,1953-10-01,9,-6.05,6.93,-19.64,7.53,-3.26,2.18,-4.33,8.69,5,169
"full","Eisenhower",1953-01-20,1953-11-01,10,4.82,6.93,-8.76,18.4,7.62,2.27,-4.24,8.78,5,140
"full","Eisenhower",1953-01-20,1953-12-01,11,2.63,6.93,-10.95,16.21,5.42,4.11,-2.4,10.62,5,184
"full","Eisenhower",1953-01-20,1954-01-01,12,11.27,6.34,-1.15,23.69,13.72,4.15,-2.36,10.66,6,187
"full","Eisenhower",1953-01-20,1954-02-01,13,-1.65,7.73,-16.81,13.5,1.52,3.42,-3.09,9.94,4,100
"full","Eisenhower",1953-01-20,1954-03-01,14,1.82,6.34,-10.6,14.24,4.28,1.68,-4.83,8.19,6,133
"full","Eisenhower",1953-01-20,1954-04-01,15,2.79,6.93,-10.79,16.38,5.59,-0.05,-6.56,6.47,5,117
"full","Eisenhower",1953-01-20,1954-05-01,16,-2.63,7.73,-17.78,12.53,0.55,-0.95,-7.46,5.57,4,109
"full","Eisenhower",1953-01-20,1954-06-01,17,-4.76,7.73,-19.92,10.39,-1.59,-0.87,-7.39,5.64,4,113
"full","Eisenhower",1953-01-20,1954-07-01,18,1.31,6.93,-12.27,14.89,4.11,1.08,-5.44,7.59,5,105
"full","Eisenhower",1953-01-20,1954-08-01,19,5.52,6.34,-6.9,17.94,7.97,4.71,-1.8,11.22,6,161
"full","Eisenhower",1953-01-20,1954-09-01,20,7.67,7.73,-7.48,22.83,10.91,6.78,0.26,13.29,4,122
"full","Eisenhower",1953-01-20,1954-10-01,21,12.97,7.73,-2.19,28.12,16.14,5.45,-1.06,11.97,4,155
"full","Eisenhower",1953-01-20,1954-11-01,22,-2.98,7.73,-18.13,12.18,0.26,3.09,-3.43,9.6,4,109
"full","Eisenhower",1953-01-20,1954-12-01,23,-0.24,6.93,-13.82,13.35,2.56,0.82,-5.69,7.34,5,104
"full","Eisenhower",1953-01-20,1955-01-01,24,-0.88,6.34,-13.31,11.54,1.8,0.83,-5.68,7.34,6,142
"full","Eisenhower",1953-01-20,1955-02-01,25,5.85,6.93,-7.73,19.43,8.54,0.84,-5.67,7.35,5,124
"full","Eisenhower",1953-01-20,1955-03-01,26,-0.57,6.93,-14.16,13.01,2.12,0.73,-5.78,7.25,5,119
"full","Eisenhower",1953-01-20,1955-04-01,27,-4.42,6.93,-18,9.16,-1.68,1.93,-4.59,8.44,5,124
"full","Eisenhower",1953-01-20,1955-05-01,28,6.18,6.93,-7.4,19.76,8.92,3.65,-2.87,10.16,5,139
"full","Eisenhower",1953-01-20,1955-06-01,29,11.7,8.91,-5.77,29.16,15.59,5.02,-1.49,11.54,3,120
"full","Eisenhower",1953-01-20,1955-07-01,30,0.63,6.34,-11.79,13.05,3.08,5.01,-1.5,11.53,6,153
"full","Eisenhower",1953-01-20,1955-08-01,31,3.59,8.91,-13.88,21.05,7.48,3.18,-3.33,9.69,3,112
"full","Eisenhower",1953-01-20,1955-09-01,32,2.94,7.73,-12.22,18.09,6.11,2.17,-4.34,8.69,4,148
"full","Eisenhower",1953-01-20,1955-10-01,33,0.62,6.93,-12.96,14.21,3.42,3.53,-2.98,10.04,5,133
"full","Eisenhower",1953-01-20,1955-11-01,34,1.88,8.91,-15.59,19.34,5.77,6.29,-0.23,12.8,3,94
"full","Eisenhower",1953-01-20,1955-12-01,35,17.56,6.93,3.98,31.14,20.35,8.21,1.7,14.72,5,107
"full","Eisenhower",1953-01-20,1956-01-01,36,7.9,6.34,-4.52,20.32,10.36,7.63,1.11,14.14,6,171
"full","Eisenhower",1953-01-20,1956-02-01,37,5.97,8.91,-11.5,23.43,9.86,5.14,-1.37,11.65,3,134
"full","Eisenhower",1953-01-20,1956-03-01,38,-8.62,7.73,-23.78,6.53,-5.45,5.29,-1.22,11.8,4,158
"full","Eisenhower",1953-01-20,1956-04-01,39,18.53,6.93,4.95,32.11,21.22,6.9,0.39,13.42,5,115
"full","Eisenhower",1953-01-20,1956-05-01,40,6.92,6.93,-6.66,20.5,9.71,9.22,2.7,15.73,5,112
"full","Eisenhower",1953-01-20,1956-06-01,41,14.21,7.73,-0.94,29.37,17.45,8.65,2.14,15.17,4,138
"full","Eisenhower",1953-01-20,1956-07-01,42,-3.01,6.93,-16.59,10.57,-0.22,8.32,1.81,14.84,5,118
"full","Eisenhower",1953-01-20,1956-08-01,43,17.17,6.34,4.75,29.59,19.63,8.12,1.6,14.63,6,150
"full","Eisenhower",1953-01-20,1956-09-01,44,4.5,7.73,-10.65,19.66,7.67,12.15,5.64,18.67,4,160
"full","Eisenhower",1953-01-20,1956-10-01,45,13.82,6.34,1.39,26.24,16.27,15.78,9.27,22.3,6,253
"full","Eisenhower",1953-01-20,1956-11-01,46,32.16,6.93,18.58,45.74,34.95,13.71,7.2,20.23,5,216
"full","Eisenhower",1953-01-20,1956-12-01,47,6.97,8.91,-10.49,24.44,10.87,8.4,1.89,14.92,3,53
"full","Eisenhower",1953-01-20,1957-01-01,48,-13,6.34,-25.42,-0.57,-10.54,1.98,-4.53,8.49,6,147
"full","Eisenhower",1953-01-20,1957-02-01,49,1.06,7.73,-14.09,16.22,4.24,-1.37,-7.88,5.15,4,105
"full","Eisenhower",1953-01-20,1957-03-01,50,4.37,6.34,-8.05,16.8,6.83,0.13,-6.38,6.65,6,103
"full","Eisenhower",1953-01-20,1957-04-01,51,-1.55,7.73,-16.7,13.61,1.63,1,-5.51,7.52,4,87
"full","Eisenhower",1953-01-20,1957-05-01,52,3.05,6.93,-10.54,16.63,5.73,-1.08,-7.59,5.43,5,88
"full","Eisenhower",1953-01-20,1957-06-01,53,-5.61,6.93,-19.19,7.97,-2.92,-4.05,-10.56,2.46,5,98
"full","Eisenhower",1953-01-20,1957-07-01,54,-5.56,7.73,-20.71,9.6,-2.31,-7.52,-14.03,-1,4,56
"full","Eisenhower",1953-01-20,1957-08-01,55,-16.4,6.93,-29.99,-2.82,-13.72,-8.48,-14.99,-1.96,5,97
"full","Eisenhower",1953-01-20,1957-09-01,56,-5.82,7.73,-20.98,9.33,-2.65,-7.95,-14.46,-1.44,4,93
"full","Eisenhower",1953-01-20,1957-10-01,57,-2.89,6.34,-15.31,9.53,-0.44,-5.89,-12.41,0.62,6,97
"full","Eisenhower",1953-01-20,1957-11-01,58,-7.78,7.73,-22.93,7.38,-4.6,-3.07,-9.59,3.44,4,91
"full","Eisenhower",1953-01-20,1957-12-01,59,0.65,7.73,-14.51,15.8,3.82,-1.11,-7.62,5.4,4,90
"full","Eisenhower",1953-01-20,1958-01-01,60,3.18,7.73,-11.98,18.33,6.29,0.91,-5.61,7.42,4,90
"full","Eisenhower",1953-01-20,1958-02-01,61,1.7,7.73,-13.46,16.85,4.81,1.12,-5.39,7.63,4,93
"full","Eisenhower",1953-01-20,1958-03-01,62,1.7,7.73,-13.46,16.85,4.81,-0.73,-7.24,5.79,4,78
"full","Eisenhower",1953-01-20,1958-04-01,63,-6.83,7.73,-21.98,8.33,-3.72,-1.84,-8.35,4.67,4,72
"full","Eisenhower",1953-01-20,1958-05-01,64,-2.17,7.73,-17.33,12.98,1.07,-1.74,-8.25,4.77,4,99
"full","Eisenhower",1953-01-20,1958-06-01,65,0.72,8.91,-16.74,18.19,3.52,0.27,-6.24,6.78,3,74
"full","Eisenhower",1953-01-20,1958-07-01,66,2.8,6.93,-10.78,16.38,5.49,2.11,-4.4,8.62,5,125
"full","Eisenhower",1953-01-20,1958-08-01,67,5.85,6.93,-7.73,19.43,8.59,3,-3.51,9.52,5,103
"full","Eisenhower",1953-01-20,1958-09-01,68,-1.63,7.73,-16.78,13.53,1.61,3.8,-2.71,10.32,4,64
"full","Eisenhower",1953-01-20,1958-10-01,69,9.51,6.93,-4.07,23.09,12.2,3.44,-3.07,9.96,5,131
"full","Eisenhower",1953-01-20,1958-11-01,70,0.53,10.89,-20.82,21.88,4.35,2.4,-4.11,8.91,2,42
"full","Eisenhower",1953-01-20,1958-12-01,71,4.08,10.89,-17.27,25.43,7.89,-0.06,-6.57,6.46,2,35
"full","Eisenhower",1953-01-20,1959-01-01,72,-10.73,6.93,-24.31,2.85,-7.99,0.11,-6.4,6.62,5,78
"full","Eisenhower",1953-01-20,1959-02-01,73,4.34,10.89,-17.01,25.69,8.16,2.45,-4.07,8.96,2,56
"full","Eisenhower",1953-01-20,1959-03-01,74,9.8,7.73,-5.36,24.95,12.91,5.11,-1.4,11.62,4,78
"full","Eisenhower",1953-01-20,1959-04-01,75,10.3,8.91,-7.16,27.77,13.1,4.55,-1.96,11.06,3,67
"full","Eisenhower",1953-01-20,1959-05-01,76,-3.85,8.91,-21.32,13.61,-1.06,1.41,-5.1,7.92,3,69
