"date","network","smooth_mean","smooth_lower","smooth_upper","smooth_neg_mean","smooth_neg_lower","smooth_neg_upper"
2025-12-15,"CNN",-20.478,-20.478,-20.478,29.1849,29.1849,29.1849
2025-12-15,"Fox",2.2212,2.2212,2.2212,18.4863,18.4863,18.4863
2025-12-15,"MSNBC/MSNow",-29.1864,-29.1864,-29.1864,35.705,35.705,35.705
2025-12-15,"NBC",-13.2184,-13.2184,-13.2184,19.6478,19.6478,19.6478
2025-12-22,"ABC",-9.5346,-9.5346,-9.5346,17.9859,17.9859,17.9859
2025-12-22,"CBS",-6.6524,-6.6524,-6.6524,16.6419,16.6419,16.6419
2025-12-22,"CNN",-20.7677,-20.7677,-20.7677,29.3779,29.3779,29.3779
2025-12-22,"Fox",2.4063,2.4063,2.4063,18.1959,18.1959,18.1959
2025-12-22,"MSNBC/MSNow",-29.4256,-29.4256,-29.4256,35.95,35.95,35.95
2025-12-22,"NBC",-13.2667,-13.2667,-13.2667,19.2282,19.2282,19.2282
2025-12-29,"ABC",-10.0465,-10.0465,-10.0465,18.277,18.277,18.277
2025-12-29,"CBS",-7.3951,-7.3951,-7.3951,17.3775,17.3775,17.3775
2025-12-29,"CNN",-20.9714,-20.9714,-20.9714,29.4633,29.4633,29.4633
2025-12-29,"Fox",2.5044,2.5044,2.5044,17.9868,17.9868,17.9868
2025-12-29,"MSNBC/MSNow",-29.4862,-29.4862,-29.4862,36.0136,36.0136,36.0136
2025-12-29,"NBC",-13.2642,-13.2642,-13.2642,18.745,18.745,18.745
2026-01-05,"ABC",-10.7115,-10.7115,-10.7115,18.6201,18.6201,18.6201
2026-01-05,"CBS",-8.7554,-8.7554,-8.7554,18.4912,18.4912,18.4912
2026-01-05,"CNN",-21.0242,-21.0242,-21.0242,29.4257,29.4257,29.4257
2026-01-05,"Fox",2.6195,2.6195,2.6195,17.7112,17.7112,17.7112
2026-01-05,"MSNBC/MSNow",-29.6604,-29.6604,-29.6604,36.172,36.172,36.172
2026-01-05,"NBC",-13.0739,-13.0739,-13.0739,18.1441,18.1441,18.1441
2026-01-12,"ABC",-11.1119,-11.1119,-11.1119,18.549,18.549,18.549
2026-01-12,"CBS",-9.7366,-9.7366,-9.7366,19.3082,19.3082,19.3082
2026-01-12,"CNN",-21.066,-21.066,-21.066,29.3156,29.3156,29.3156
2026-01-12,"Fox",2.4443,2.4443,2.4443,17.5693,17.5693,17.5693
2026-01-12,"MSNBC/MSNow",-29.7752,-29.7752,-29.7752,36.2918,36.2918,36.2918
2026-01-12,"NBC",-12.6213,-12.6213,-12.6213,17.3784,17.3784,17.3784
2026-01-19,"ABC",-11.3532,-11.3532,-11.3532,18.34,18.34,18.34
2026-01-19,"CBS",-10.5471,-10.5471,-10.5471,19.9223,19.9223,19.9223
2026-01-19,"CNN",-21.0983,-21.0983,-21.0983,29.2388,29.2388,29.2388
2026-01-19,"Fox",2.3165,2.3165,2.3165,17.4052,17.4052,17.4052
2026-01-19,"MSNBC/MSNow",-29.9039,-29.9039,-29.9039,36.4311,36.4311,36.4311
2026-01-19,"NBC",-11.8753,-11.8753,-11.8753,16.5389,16.5389,16.5389
2026-01-26,"ABC",-11.0383,-11.0383,-11.0383,17.7083,17.7083,17.7083
2026-01-26,"CBS",-10.7455,-10.7455,-10.7455,20.1351,20.1351,20.1351
2026-01-26,"CNN",-20.9943,-20.9943,-20.9943,29.0798,29.0798,29.0798
2026-01-26,"Fox",2.3832,2.3832,2.3832,17.1768,17.1768,17.1768
2026-01-26,"MSNBC/MSNow",-30.181,-30.181,-30.181,36.6493,36.6493,36.6493
2026-01-26,"NBC",-10.8785,-10.8785,-10.8785,15.5933,15.5933,15.5933
2026-02-02,"ABC",-10.7378,-10.7378,-10.7378,17.2524,17.2524,17.2524
2026-02-02,"CBS",-11.1425,-11.1425,-11.1425,20.3792,20.3792,20.3792
2026-02-02,"CNN",-20.6632,-20.6632,-20.6632,28.7823,28.7823,28.7823
2026-02-02,"Fox",2.5854,2.5854,2.5854,16.9158,16.9158,16.9158
2026-02-02,"MSNBC/MSNow",-30.4977,-30.4977,-30.4977,36.8555,36.8555,36.8555
2026-02-02,"NBC",-10.1614,-10.1614,-10.1614,14.9225,14.9225,14.9225
2026-02-09,"ABC",-9.9679,-9.9679,-9.9679,16.5059,16.5059,16.5059
2026-02-09,"CBS",-10.741,-10.741,-10.741,20.033,20.033,20.033
2026-02-09,"CNN",-20.1627,-20.1627,-20.1627,28.3534,28.3534,28.3534
2026-02-09,"Fox",2.7135,2.7135,2.7135,16.7963,16.7963,16.7963
2026-02-09,"MSNBC/MSNow",-30.7542,-30.7542,-30.7542,36.9653,36.9653,36.9653
2026-02-16,"ABC",-9.2046,-9.2046,-9.2046,15.839,15.839,15.839
2026-02-16,"CBS",-10.1694,-10.1694,-10.1694,19.4886,19.4886,19.4886
2026-02-16,"CNN",-19.6937,-19.6937,-19.6937,28.032,28.032,28.032
2026-02-16,"Fox",2.7042,2.7042,2.7042,16.8061,16.8061,16.8061
2026-02-16,"MSNBC/MSNow",-30.8233,-30.8233,-30.8233,36.9779,36.9779,36.9779
2026-02-23,"ABC",-8.2977,-8.2977,-8.2977,15.1681,15.1681,15.1681
2026-02-23,"CBS",-9.0511,-9.0511,-9.0511,18.6546,18.6546,18.6546
2026-02-23,"CNN",-19.1996,-19.1996,-19.1996,27.7535,27.7535,27.7535
2026-02-23,"Fox",2.4987,2.4987,2.4987,16.903,16.903,16.903
2026-02-23,"MSNBC/MSNow",-30.893,-30.893,-30.893,37.0356,37.0356,37.0356
2026-02-23,"NBC",-9.831,-9.831,-9.831,14.9963,14.9963,14.9963
2026-03-02,"ABC",-7.0807,-7.0807,-7.0807,14.1904,14.1904,14.1904
2026-03-02,"CBS",-7.3325,-7.3325,-7.3325,17.4154,17.4154,17.4154
2026-03-02,"CNN",-18.9763,-18.9763,-18.9763,27.7244,27.7244,27.7244
2026-03-02,"Fox",2.0911,2.0911,2.0911,17.1101,17.1101,17.1101
2026-03-02,"MSNBC/MSNow",-30.9769,-30.9769,-30.9769,37.1759,37.1759,37.1759
2026-03-02,"NBC",-9.5546,-9.5546,-9.5546,14.8922,14.8922,14.8922
2026-03-09,"ABC",-6.2012,-6.2012,-6.2012,13.6452,13.6452,13.6452
2026-03-09,"CBS",-6.0827,-6.0827,-6.0827,16.4272,16.4272,16.4272
2026-03-09,"CNN",-18.8966,-18.8966,-18.8966,27.9077,27.9077,27.9077
2026-03-09,"Fox",1.5581,1.5581,1.5581,17.3656,17.3656,17.3656
2026-03-09,"MSNBC/MSNow",-31.1244,-31.1244,-31.1244,37.4707,37.4707,37.4707
2026-03-09,"NBC",-9.6439,-9.6439,-9.6439,15.1814,15.1814,15.1814
2026-03-16,"ABC",-5.6777,-5.6777,-5.6777,13.5117,13.5117,13.5117
2026-03-16,"CBS",-5.1425,-5.1425,-5.1425,15.5679,15.5679,15.5679
2026-03-16,"CNN",-18.6383,-18.6383,-18.6383,27.8891,27.8891,27.8891
2026-03-16,"Fox",0.8706,0.8706,0.8706,17.7341,17.7341,17.7341
2026-03-16,"MSNBC/MSNow",-31.4077,-31.4077,-31.4077,37.8715,37.8715,37.8715
2026-03-16,"NBC",-10.122,-10.122,-10.122,15.9331,15.9331,15.9331
2026-03-23,"ABC",-5.594,-5.594,-5.594,13.7062,13.7062,13.7062
2026-03-23,"CBS",-4.6779,-4.6779,-4.6779,14.9186,14.9186,14.9186
2026-03-23,"CNN",-18.603,-18.603,-18.603,28.0238,28.0238,28.0238
2026-03-23,"Fox",-0.1989,-0.1989,-0.1989,18.2387,18.2387,18.2387
2026-03-23,"MSNBC/MSNow",-31.671,-31.671,-31.671,38.399,38.399,38.399
2026-03-23,"NBC",-10.5278,-10.5278,-10.5278,16.6103,16.6103,16.6103
2026-03-30,"ABC",-5.9657,-5.9657,-5.9657,14.2093,14.2093,14.2093
2026-03-30,"CBS",-4.8973,-4.8973,-4.8973,15.0321,15.0321,15.0321
2026-03-30,"CNN",-18.7267,-18.7267,-18.7267,28.3396,28.3396,28.3396
2026-03-30,"Fox",-1.5463,-1.5463,-1.5463,18.6639,18.6639,18.6639
2026-03-30,"MSNBC/MSNow",-31.7251,-31.7251,-31.7251,38.9122,38.9122,38.9122
2026-03-30,"NBC",-10.906,-10.906,-10.906,17.3466,17.3466,17.3466
2026-04-06,"ABC",-6.4143,-6.4143,-6.4143,14.7035,14.7035,14.7035
2026-04-06,"CBS",-5.3212,-5.3212,-5.3212,15.3949,15.3949,15.3949
2026-04-06,"CNN",-18.8374,-18.8374,-18.8374,28.6424,28.6424,28.6424
2026-04-06,"Fox",-2.9151,-2.9151,-2.9151,19.0399,19.0399,19.0399
2026-04-06,"MSNBC/MSNow",-31.7044,-31.7044,-31.7044,39.3859,39.3859,39.3859
2026-04-06,"NBC",-11.1269,-11.1269,-11.1269,17.9709,17.9709,17.9709
2026-04-13,"ABC",-6.8085,-6.8085,-6.8085,15.1991,15.1991,15.1991
2026-04-13,"CBS",-5.7419,-5.7419,-5.7419,15.7117,15.7117,15.7117
2026-04-13,"CNN",-19.0048,-19.0048,-19.0048,29.0332,29.0332,29.0332
2026-04-13,"Fox",-4.207,-4.207,-4.207,19.4116,19.4116,19.4116
2026-04-13,"MSNBC/MSNow",-31.711,-31.711,-31.711,39.8997,39.8997,39.8997
2026-04-13,"NBC",-11.3208,-11.3208,-11.3208,18.572,18.572,18.572
2026-04-20,"ABC",-7.2154,-7.2154,-7.2154,15.6925,15.6925,15.6925
2026-04-20,"CBS",-6.2296,-6.2296,-6.2296,16.112,16.112,16.112
2026-04-20,"CNN",-19.1681,-19.1681,-19.1681,29.4264,29.4264,29.4264
2026-04-20,"Fox",-5.4892,-5.4892,-5.4892,19.7639,19.7639,19.7639
2026-04-20,"MSNBC/MSNow",-31.7027,-31.7027,-31.7027,40.4076,40.4076,40.4076
2026-04-20,"NBC",-11.4519,-11.4519,-11.4519,19.1275,19.1275,19.1275
2026-04-27,"ABC",-7.6688,-7.6688,-7.6688,16.1961,16.1961,16.1961
2026-04-27,"CBS",-6.7358,-6.7358,-6.7358,16.4761,16.4761,16.4761
2026-04-27,"CNN",-19.3334,-19.3334,-19.3334,29.7899,29.7899,29.7899
2026-04-27,"Fox",-6.8428,-6.8428,-6.8428,20.1452,20.1452,20.1452
2026-04-27,"MSNBC/MSNow",-31.6937,-31.6937,-31.6937,40.922,40.922,40.922
2026-04-27,"NBC",-11.5315,-11.5315,-11.5315,19.6267,19.6267,19.6267
2026-05-04,"ABC",-8.1469,-8.1469,-8.1469,16.7001,16.7001,16.7001
2026-05-04,"CBS",-7.3117,-7.3117,-7.3117,16.9246,16.9246,16.9246
2026-05-04,"CNN",-19.4914,-19.4914,-19.4914,30.1433,30.1433,30.1433
2026-05-04,"Fox",-8.2101,-8.2101,-8.2101,20.515,20.515,20.515
2026-05-04,"MSNBC/MSNow",-31.6702,-31.6702,-31.6702,41.4307,41.4307,41.4307
2026-05-04,"NBC",-11.5296,-11.5296,-11.5296,20.0621,20.0621,20.0621
